MODE	CASE	STARTED_AT	FINISHED_AT	DURATION_SEC	RPS	REQS	P95_MS	P99_MS	AVG_MS	MAX_MS	FAIL_PCT	CHECK_PCT
soak	soak-steady	2026-05-31T02:23:26+00:00	2026-05-31T04:23:37+00:00	7211	487.14	3507776	4.08	6.09	1.91	1436.87	0.0000	100.0000
